ID,Course Title,Course Length,Description,Image URL
2012263,ESG & Sustainability: ESG Corporate Masterclass,COURSE • 4 hrs 16 mins,"In today's global business landscape, companies that prioritize Environmental, Social, and Governance (ESG) initiatives have a competitive ...",https://img-b.udemycdn.com/course/480x270/5244300_da11.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImRmZDEzOGZhNzk1MzYxYjk4M2YwMmU5NzY1MTY5MjUwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIxMTI2ODg0ZDY1MmFhNjY5YzFiMzE2NGFkMzk0NDRlYTcwZDcxNWVlIiwiZXhwIjoxNzA3NTgyMzIwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTIwLCJjaWQiOiI1MjUifQ.J8AWB8U64tGrEKL9WsrI7oDJfSoeDMTSlWgSm2hXBb0
2012264,Toxic Managers: How to Navigate Abusive Work Environments,COURSE • 1 hr 37 mins,"Do you feel anxious, stressed or demotivated due to your workplace environment?...",https://img-c.udemycdn.com/course/480x270/5229142_dd1c_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImVlYTI3Njg3ZjJhM2MwOWQ3ODZjMjg2NzhiNTNmMmQwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3NzdjNjkyODE1ODk3NDc1MzEyNDM5OWNiOTY2MmM4NzQzYjlkNGZhIiwiZXhwIjoxNzA3NTgyMzIyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTIyLCJjaWQiOiI1MjUifQ.daYgT1sSkvx7K40mhMft0QtUO3WFM5kv6GwUg6VjzRA
2012265,"ChatGPT for BUSINESS - Marketing, Social Media, Advertising",COURSE • 1 hr 42 mins,CHATGPT FOR BUSINESS OWNERS Are you struggling to promote your business effectively and connect with your ...,https://img-c.udemycdn.com/course/480x270/5191850_4218.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjE5ZmI3MGYwNzM0ZDc0NTE1NjZlYWEyMDZkMzdiMGFiIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3NGE0MTk5YjJkNDAzMzQzNjRiMTdiNjE4ODdjMjY4ODIwZWExOWJlIiwiZXhwIjoxNzA3NTgyMzMwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTMwLCJjaWQiOiI1MjUifQ.iEjPSv0LfllcGlIuxK2rJwaDL-L_CcSYSXbtDIodKDY
2012266,0 to Hero ChatGPT Marketing + Advertising + Content Creation,COURSE • 2 hrs 25 mins,"Do you want to advance your marketing, content creation, social media, and advertising strategies?If you're looking to take your marketing,...",https://img-c.udemycdn.com/course/480x270/5189748_ed5c_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijg5YzVlYTQ4ZDBkNjJjNzQ5OWI3M2NhMzk1OTdlYTM4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJiMzNmMjgyMjVlYjc1ZTg5MjQ3NmMyYjMxMGI5YmY2NDhjZGIyM2QzIiwiZXhwIjoxNzA3NTgyMzM0LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTM0LCJjaWQiOiI1MjUifQ.f5WKezpTUREFHfgm1gZ_dygJRFBiGlYiUT6YouIZ-qg
2012267,Mastering SEO Strategies with ChatGPT,COURSE • 1 hr 25 mins,"In Today's Digital World, having a website is just the first step. To Attract visitors and grow your Online Business, you need to Optimize your web...",https://img-c.udemycdn.com/course/480x270/5182568_0efc_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjAxZWRiMzgzYzBkNDZkZDQ3ZjM5NjZjN2EyYmJiZDQzIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIwYjMxYWU4YWM0MDYwNzNjZTQ1MTdlOWI2MDAzNGEyY2I3ZWE1YjE5IiwiZXhwIjoxNzA3NTgyMzM2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTM2LCJjaWQiOiI1MjUifQ.CuwtvfwBKXPiNEstgRlLkFdvk9KfWHZtecXJTRslyEQ
2012268,A Great start to your new Product Manager position,COURSE • 1 hr 20 mins,"Save time with this practical Product Management course! My first course, the ""Great Product Manager"" helped over...",https://img-c.udemycdn.com/course/480x270/5177184_2c8d_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImRiYjhlNDU2NDA0Zjk3NmM4MDgxMjU3ZmViOWM1YTVhIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjZmUyYWEwOWNjNGE5MzNjMjc4MGE4ZGUyMzUyYWNlMWUyMjM3MjQ0IiwiZXhwIjoxNzA3NTgyMzM4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTM4LCJjaWQiOiI1MjUifQ.H1__lrlVKy_ZTioKUlLkxxn1843UtX8cglsYFPEDGx8
2012269,10 Mindful Practices to Boost Resilience,COURSE • 1 hr,WE ALL EXPERIENCE STRESS,https://img-c.udemycdn.com/course/480x270/5176002_2eef_7.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjUzZDM1NWIzMjY4ZTYwZWI5YmE2NTk5MmNkNjcwMzUxIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJhM2VjMGJhZGRiNGQwMTg4YTY0ZmQ4NzE2YmY5MWIzM2Y0YmVjNmU0IiwiZXhwIjoxNzA3NTgyMzQwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTQwLCJjaWQiOiI1MjUifQ.QRyZ93dy9QhFXKo4k7W1Z81jR022OEaska1Auusf4hc
2012270,ChatGPT / AI Ethics: Ethical Intelligence for 2024,COURSE • 1 hr 47 mins,"How important is it to you to be ethical in your use of new AI tools, such as ChatGPT, Bard, and Bing",https://img-c.udemycdn.com/course/480x270/5162508_5b45.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjE1NmYxMDNkOTAzZmZjZThiYTcwNTJiNDkwZDQwMTAzIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI4YjRkYmViMWU1MGNkZmQzZDk0MTExOWMxZjI5OGYzZjMyYTJjYTI3IiwiZXhwIjoxNzA3NTgyMzQyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTQyLCJjaWQiOiI1MjUifQ.Mcj1gF8onPLazA4ERYg1EWzqJrvuZneeCw9UmT9krE8
2012271,Master Product Management by actually building a Product,COURSE • 13 hrs 45 mins,Last Updated: January 2024,https://img-c.udemycdn.com/course/480x270/5138720_6fb7_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjI0YmIxZTdlZGFiYTRhYmQ4Yjc4MjM2YTZkNmViM2YwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI5M2VjNjZkZjZhMDE2ZGQyOWJiZmExODA3MjhmNmZjMzQzNmI5MTBhIiwiZXhwIjoxNzA3NTgyMzQ0LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTQ0LCJjaWQiOiI1MjUifQ.tycZBS5ffUPLzJ1UVIdrkKzCuM2X3o_JcBD0U-PchdU
2012272,How to deal with an upset customer - Great Customer Service,COURSE • 2 hrs 39 mins,How to deal with an upset customer - Great Customer Service Learn Advanced Customer Service Strategies and Ta...,https://img-c.udemycdn.com/course/480x270/5135290_5d0e.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjkxY2Y3YjZjNGUwNWZiMzlhZmM2MjVlMjg4ZDEwNTQ3IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI1NTg4YjkzYjY2ZmQxZTEyZGY4ODFiZjdkNmQ3NmVlYTY3MTgxMmYxIiwiZXhwIjoxNzA3NTgyMzQ3LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTQ3LCJjaWQiOiI1MjUifQ.0AffJBfTmOciE3q-3QfZ6hKTXI4qlb7HsmyM4nS0r6o
2012273,"Master course in Ecology, Ecosystem and Climate Change 2.0",COURSE • 50 mins,"Master course in Ecology, Ecosystem and Climate Change 2.0",https://img-c.udemycdn.com/course/480x270/5119624_e0e3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImY0Y2ZmYTYzMmRmY2RiZDQyYjg2MTZkNmFhN2ExYjRlIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjNzI1MjRmYTEwMmUxYTU0NzZiZmJmNTA1YzQwZGY5YThmYjk2NDU5IiwiZXhwIjoxNzA3NTgyMzUwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTUwLCJjaWQiOiI1MjUifQ.cTNbKzYjrnX1cVUwU7epd005rrNelKMQt6XFjBlWT1o
2012274,Certified Global ESG Professional (Associate Level),COURSE • 1 hr 17 mins,"Environmental, Social, and Governance (ESG) has gained increasing attention over the past few years, with many institutional investors investing on...",https://img-c.udemycdn.com/course/480x270/5101546_8a69_5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjZiM2E3ODVlYTgzZTgyMDAwNGJmYjYxYzMwYjNmYjY2IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJmNzYyNDdjZmNmM2I1MjU1NDdmMTE2YWMzOTU5ZjI2Y2U0NDEwYmQ5IiwiZXhwIjoxNzA3NTgyMzU1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTU1LCJjaWQiOiI1MjUifQ.KnGA2kgPHGtRyY4z3eRz6k4ebf2Ws6tPCDcC_ib0cHE
2012275,8 Effective Time Management Tips,COURSE • 1 hr 20 mins,Want to master time management to achieve your goals and better your life? Learn how by using 8 Effective Time Management ...,https://img-c.udemycdn.com/course/480x270/5095452_7d8b_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImY4OThjNWJlNzU0ZjFlZDZmNDRmZDAwZGY1NDAzZWY4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIyNjE5NGFlN2Y1ZjM3ODExZWQ2Mzc3MjhmMGY2YTZjYjUxZTg1MTJiIiwiZXhwIjoxNzA3NTgyMzU3LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTU3LCJjaWQiOiI1MjUifQ.ctPRSZCc58T3IgPM0LltycbbcWRpKIXZkwORpLTWJMI
2012276,The Complete ChatGPT For Marketers Masterclass,COURSE • 1 hr 26 mins,Are you tired of feeling unsure and overwhelmed when it comes to using ChatGPT in your marketing efforts? Do you feel like you're falling behind yo...,https://img-c.udemycdn.com/course/480x270/5074372_7357_5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijg2NGUyMmJlYjQ2NzY0ZTM4Mjc0MzI5NjIzMmM4MmY1IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJmNzVkNDk1YTI3NTM2MzhmN2U4NTBhMzk4NzYxNjk1OWUzZGY4ODRlIiwiZXhwIjoxNzA3NTgyMzYyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTYyLCJjaWQiOiI1MjUifQ.1GyF4Dek7WNwrEI8ijV04sMpslB8YeOJZstJ5BSl3Zs
2012277,Requirements Discovery for Business Analyst - 2024,COURSE • 48 mins,"Welcome to ""Requirements Discovery for Business Analyst - 2023"" the ultimate online crash course on the fundamental principles of conductin...",https://img-b.udemycdn.com/course/480x270/5069062_c46f_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjY0MTI1N2ZmOGFmYWVhYTYzMzk0MTFmM2ExMjgxOTA2IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJhOTkzMzEyMzU1MWVjYzg4ZTg5N2Q3ZWVlZTM4NjFkNzE1MjRjOTM5IiwiZXhwIjoxNzA3NTgyMzcwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTcwLCJjaWQiOiI1MjUifQ.wsdRTnH7YMvbAnyVkmocNEBy4qxYBsCNtaKfnm5QYmw
2012278,The Happy Customer Guide - 4 steps to solve any complaint,COURSE • 31 mins,Now I know and you know that your business is awesome and you do everything you can to keep your clients happy. However in reality that is just not...,https://img-c.udemycdn.com/course/480x270/5066430_08cc.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImIwMTE4MTc1OGJmYjZiYmM0MjZmMGQ3MmI4ZGIzMDAyIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJkZTY5NmRiNzg2MmZhMTJjYTI4MGM3YmNhNzNkMGI3YTljYjIwNTg4IiwiZXhwIjoxNzA3NTgyMzc3LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTc3LCJjaWQiOiI1MjUifQ.pxte_eeX9NI_ZPrfazT9o2Ic-xeMj3Lb94RQkNuWtys
2012279,ChatGPT: The Ultimate ChatGPT Copywriting Class (2023),COURSE • 3 hrs 1 min,ChatGPT All In One Copywriting Course,https://img-c.udemycdn.com/course/480x270/5060900_2916_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjQ3NDZkODRjYzZmYjAxMWQ5ZGZkZTFiOGI0ZjcwNzI3IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI4YzA1NGVlMjhjZDZhZmFlNTFkMjc3NDkxYmIxZTg0ODNjYWIyZjIxIiwiZXhwIjoxNzA3NTgyMzg0LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTg0LCJjaWQiOiI1MjUifQ.Ar8JOC8zhWJoxo0oEoqAp_lPYbVKhfew9vg65mkOLiA
2012280,A different take on Time Management,COURSE • 1 hr 38 mins,"Time  is linear, the clock always ticks. And our relationship with it dates from the moment we were born. Now our relationship with Time, espe...",https://img-c.udemycdn.com/course/480x270/5048490_406d_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjI1YTEzY2NiODMxYzUxOTVjZGIyOTljN2Q5OTcwMzU4IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJkNTJiNzQyNjk5YTdiZjExYjI2MGQ1ZjRmODA4MjI2ZGY3OGY2NGM4IiwiZXhwIjoxNzA3NTgyMzkyLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTkyLCJjaWQiOiI1MjUifQ.nO1SdkW5VfaXdvk-A1YCMVFbZulUDcdgZyJrIzlZsOk
2012281,The Most In-Depth Google Analytics 4 (GA4) Course for 2024,COURSE • 3 hrs 28 mins,"In this course, we will cover everything from initial Google Analytics 4 setup, account structure, and interface overview all the way to more advan...",https://img-c.udemycdn.com/course/480x270/5004226_95c3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImIzOGE2NTY2ZjMzMjUzOTNhYWFmMzFlN2VmOGM2NjYzIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIwOWUzODU2MjU5YTc0OTA5NzZhYTA4OGYzZGM5MzdhOGFiOTU4ZmE3IiwiZXhwIjoxNzA3NTgyMzk5LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NTk5LCJjaWQiOiI1MjUifQ.kZU7Zb3DKwfztp0pcddPbI_HkOww-Vfb47W2ZcC9YuY
2012282,Leadership - Do it the right way.,COURSE • 1 hr 31 mins,A course of essential skills for Purpose Driven Leadership.,https://img-b.udemycdn.com/course/480x270/4988168_f0a8_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImNlMDI5ZmZmY2Y5MzEzOTZjMjQxY2VlMDE3YzM4M2RjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJmZmIzMmViNmQ4YWU4NDYwNzA0ZjEyYWQzOGQzMGMxYzRlMmNhMzg5IiwiZXhwIjoxNzA3NTgyNDA2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjA2LCJjaWQiOiI1MjUifQ.l6Y5YN1_c8N1yTDpaRvgaGSeNz2N7BlrecvvBZrszeE
2012283,Excel Financial Modeling and Business Analysis Masterclass,COURSE • 9 hrs 58 mins,"Learn how to design scalable, flexible, and reusable financial models with Excel, using plain English and crystal clear explanations.",https://img-c.udemycdn.com/course/480x270/4985300_727f_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjllOWEyMGQ4ODE4MzVhODM1NTdiMGU2ZmIzOWRlZTAyIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIxMGI0MWIwZTdlNDFmOTZjNjc0MDY0MmQ0NzEwYWY1NWJiZDRlNDY2IiwiZXhwIjoxNzA3NTgyNDEzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjEzLCJjaWQiOiI1MjUifQ.9PGL4961xBiJiE-hj8Wrla4vV8VxX0VF5ngzCB7U29Q
2012284,Information Technology Business Analysis - 2023,COURSE • 2 hrs 23 mins,We’re going to start with the definition of business analysis & the key information about the business analysis to create a strong foundation. ...,https://img-c.udemycdn.com/course/480x270/4932278_87a1_18.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImE4MGZlMGE4N2E4MWJhNjdiMzlhYTZiZmFiNWQzYWQ1IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJkNjMzZTM5ZmRhZTRiYjFhYjljNjk4MGM4NzQxYzkxNmI5MjQ5YzcxIiwiZXhwIjoxNzA3NTgyNDIwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjIwLCJjaWQiOiI1MjUifQ.b9woXAC_F5wfEJnZ2g4t_8Mm2AffUnJa-VpxxqgsTAM
2012285,Identify And Avoid Unconscious Bias,COURSE • 52 mins,Are you an HR professional looking to remove bias from your operations? Are you a business owner or professional looking to improve your decision-m...,https://img-c.udemycdn.com/course/480x270/4901714_64ce_7.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6Ijk5ZjVmYjE4ZDc4OTUxZTRhMTY2ZmQ1OWI0ZDQwZWFlIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIzMmQ0YzQ3NzY5YTJlMGE4MDNkYzgxYjM0ZTAzZjM2NzNlZWZiNDg3IiwiZXhwIjoxNzA3NTgyNDI4LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjI4LCJjaWQiOiI1MjUifQ.5fwFtZOz_QUoH8bHbu6BD5ZROoH-EJg-92vLRkZUL9U
2012286,Modern Internal Audit Leadership,COURSE • 1 hr 24 mins,This course explores the critical role of internal audit leadership in driving the corporate agenda of their functions and how they can effectively...,https://img-c.udemycdn.com/course/480x270/4884458_fd7e_4.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImNkOTZmZTg1MjllODkxMjIzMWI4MTgwMjU2ZDYwYjgyIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3ZWJjNDZlMTYwMzYzZDIxNmIyNzc2MjkzY2I0MzBlY2EyNTcwZGQ3IiwiZXhwIjoxNzA3NTgyNDM1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjM1LCJjaWQiOiI1MjUifQ.sUyjaiQuIT0howR1ZNXbr7oMSseSgXn61gyRysFneyY
2012287,Vigilant Leadership,COURSE • 1 hr 57 mins,Vigilant Leadership is an often overlooked aspect of Leadership.,https://img-c.udemycdn.com/course/480x270/4866882_461e_3.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjNmZTM0MzY0NDA4YzE0MGVjMTEyOWY3MmJhZWRhYjE1IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIwNWZhYTI4NjQzYzZkMTliNWRjYjliMzc5N2JmODg4N2Y1OGVjNTViIiwiZXhwIjoxNzA3NTgyNDQzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjQzLCJjaWQiOiI1MjUifQ.DRYrBo9Yl95B8X4-LlPbgjycbPrOb7QsKXoL34AJ3CQ
2012288,Sales Funnel Masterclass: Master Sales Funnels in Marketing,COURSE • 29 hrs 42 mins,Welcome to this 30-Hour+ Sales Funnel creation Masterclass Crash course.,https://img-c.udemycdn.com/course/480x270/4863862_c6b0_6.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImU2NWExZjExOWJjOTk4ZWEzMGI5ZDQxODY1NzljZWNjIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIwMDRmZTI4NzVlNTRlODk4NDQwMmNlNTFmODFhM2RiOTBkNDJkNzgzIiwiZXhwIjoxNzA3NTgyNDUxLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjUxLCJjaWQiOiI1MjUifQ.OLs4rkuQuOP19fYKpwxXNIjAmJ_wa8WHK642azag8sg
2012289,Beginner's guide: Banking Business & Balance Sheet Analysis,COURSE • 2 hrs 31 mins,Beginner's guide: Banking Business & Balance Sheet Analysis,https://img-c.udemycdn.com/course/480x270/4769410_0b05_5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjJmMjAxNmIyYjM5ZTBlOWRiOTk4ZDAzOTFhYmU3ZjVlIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjN2Y3YjkyZTRlYjlkNmZjNzNlMjAyNTgxNDNmZGI0ZjYwMmIwMzJmIiwiZXhwIjoxNzA3NTgyNDU5LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjU5LCJjaWQiOiI1MjUifQ.Vf0XHaZd2XQNmEgB8x91sFrzb_W-qNX07w2v1D46QjE
2012290,Agileteka - All Scaled Agile Framework® (SAFe) & Scrum eBook,COURSE • 4 hrs 33 mins,Why you should get this course,https://img-c.udemycdn.com/course/480x270/4741636_047d_5.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjcxNzU0ZGMwYzc5ZDczZThmNzQwMDM0OTgwYmFkOTQwIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJhNWEwNTUzMGIzY2E3OThjM2I3NGQwYjA5ZDU0M2NjMGZjMDE2MmZlIiwiZXhwIjoxNzA3NTgyNDY2LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjY2LCJjaWQiOiI1MjUifQ.zHp8TopVh50O81JFi-KoSt01F6VcazmVvZ7IPnEEt8s
2012291,Master Statistics for Data Science and Business Analysis,COURSE • 3 hrs 8 mins,"In this course, we will learn statistics essentials for Data science and Business analysis. Since data science is studied by both ...",https://img-c.udemycdn.com/course/480x270/4652712_6b33_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjhjZjYyOTQxNzBiNzIzZDhhMGI1YWIzNDM3NzkxNDM2IiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiJjZGRlMjBmNjBlYWEzYWJiM2M1M2MxZjViMTliMDNkNDgwYWEzYWEyIiwiZXhwIjoxNzA3NTgyNDc1LCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3Njc1LCJjaWQiOiI1MjUifQ.IaiXUkScaEL0nezMfc8bEODIUD0Ea56ZdwshTufNw08
2012292,Understanding SDGs,COURSE • 4 hrs 4 mins,"Why a course on SDGs? Well, because they are not just a buzzword, they are an operational model for all those activities (business and not) who wan...",https://img-c.udemycdn.com/course/480x270/4622602_b92b_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6ImU1ZTdiMGU1MGU4Zjk0ZmRmYjFkYjRkYTA1ZDc4MTMzIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiIzNDc3MzA4YjFhNmI2MzM2ZDRkN2ZhMmE2YmIzZTA3MThlNTdkYzIyIiwiZXhwIjoxNzA3NTgyNDgzLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjgzLCJjaWQiOiI1MjUifQ.Ks7mL5hueKPD4y4lgCSqS0Z_az-yKsv2T4DhdWSuU2I
2012293,CIPS L4M4 Ethical and Responsible Sourcing,COURSE,This qualification is the essential toolkit for anyone planning a career in procurement and supply. Developed and written using the Procurement and...,https://img-c.udemycdn.com/course/480x270/4558578_4980_2.jpg?cp_oauth_jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwIjoidXJsIiwicmFuZCI6IjMzNDQ4MDhkM2Y3OTcwM2EzOTQ4YTUzNjUxNTI4NzFkIiwidiI6IjEiLCJvcmlnaW5hbFVybEhhc2giOiI3Zjg1NzE4NzhkNmZlMzI3OGY5MGFhNTExOGVmZmFkMDEwMDA2MDE2IiwiZXhwIjoxNzA3NTgyNDkwLCJyaWQiOiI3NjUyMjM0IiwiaWF0IjoxNzA2OTc3NjkwLCJjaWQiOiI1MjUifQ.2ijwLjzHvevW8pm4qVV4lt0nvnn8x1pR1DtX1M59caQ
